id,fecha,dia,mes,año,victima,hora,franja_horaria,participantes,acusado,cantidad_victimas,comuna,lugar_hecho,tipo_calle,calle,cruce,direccion_normalizada,xy,x,y,rol,sexo,edad,fecha_fallecimiento
2017-0027,2017-02-26,26,2,2017,PEATON,21:57:00,21,PEATON-AUTO,AUTO,1,1,AV. CASEROS 1429,AVENIDA,CASEROS AV.,,CASEROS AV. 1429,Point (107333.53318866 99701.77552382),-58.38332245,-34.63193250,PEATON,MASCULINO,,2017-02-26 00:00:00
2017-0028,2017-02-28,28,2,2017,PEATON,09:20:00,9,PEATON-AUTO,AUTO,1,6,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,FRAGATA PRES. SARMIENTO,GAONA AV. y FRAGATA PRES. SARMIENTO,Point (100783.70757056 101919.87125456),-58.45475488,-34.61196327,PEATON,MASCULINO,87.0,2017-02-28 00:00:00
2017-0029,2017-03-07,7,3,2017,SD,02:15:00,2,SD-AUTO,AUTO,1,9,MOZART Y TANDIL,CALLE,MOZART,TANDIL,MOZART y TANDIL,Point (98009.35575364 97985.81952007),-58.48501341,-34.64742455,,,,
2017-0030,2017-03-07,7,3,2017,AUTO,08:00:00,8,AUTO-PASAJEROS,PASAJEROS,1,9,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Point (99375.77435905 96732.87189547),-58.47010988,-34.65872088,CONDUCTOR,FEMENINO,27.0,2017-03-07 00:00:00
2017-0031,2017-03-11,11,3,2017,AUTO,01:30:00,1,AUTO-OBJETO FIJO,OBJETO FIJO,1,3,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,PAVON,24 DE NOVIEMBRE y PAVON,Point (104889.75647602 100057.93817815),-58.40997560,-34.62873635,PASAJERO_ACOMPAÑANTE,MASCULINO,70.0,2017-03-11 00:00:00
2017-0032,2017-03-12,12,3,2017,AUTO,05:00:00,5,AUTO-AUTO,AUTO,1,8,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",LOS CEDROS,"PAZ, GRAL. AV. y LOS CEDROS",Point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,PASAJERO_ACOMPAÑANTE,FEMENINO,40.0,2017-03-12 00:00:00
2017-0033,2017-03-12,12,3,2017,AUTO,07:30:00,7,AUTO-AUTO,AUTO,1,11,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.","GUTIERREZ, RICARDO","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",Point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,CONDUCTOR,MASCULINO,28.0,2017-03-12 00:00:00
2017-0034,2017-03-13,13,3,2017,PEATON,07:50:00,7,PEATON-AUTO,AUTO,1,14,GODOY CRUZ 2651,CALLE,GODOY CRUZ,,GODOY CRUZ 2651,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,PEATON,MASCULINO,43.0,2017-03-13 00:00:00
2017-0035,2017-03-23,23,3,2017,AUTO,05:00:00,5,AUTO-OBJETO FIJO,OBJETO FIJO,3,1,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,CONDUCTOR,MASCULINO,28.0,2017-03-23 00:00:00
2017-0035,2017-03-23,23,3,2017,AUTO,05:00:00,5,AUTO-OBJETO FIJO,OBJETO FIJO,3,1,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,PASAJERO_ACOMPAÑANTE,MASCULINO,32.0,2017-03-23 00:00:00
2017-0035,2017-03-23,23,3,2017,AUTO,05:00:00,5,AUTO-OBJETO FIJO,OBJETO FIJO,3,1,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2017-03-23 00:00:00
2017-0036,2017-03-29,29,3,2017,MOTO,18:00:00,18,MOTO-PASAJEROS,PASAJEROS,2,12,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,PASAJERO_ACOMPAÑANTE,FEMENINO,,2017-03-29 00:00:00
2017-0036,2017-03-29,29,3,2017,MOTO,18:00:00,18,MOTO-PASAJEROS,PASAJEROS,2,12,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,CONDUCTOR,MASCULINO,20.0,2017-03-29 00:00:00
2017-0037,2017-03-31,31,3,2017,MOTO,03:00:00,3,MOTO-CARGAS,CARGAS,1,1,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,CONDUCTOR,MASCULINO,41.0,2017-03-31 00:00:00
2017-0038,2017-04-01,1,4,2017,MOTO,19:00:00,19,MOTO-AUTO,AUTO,1,7,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,CONDUCTOR,FEMENINO,40.0,2017-04-01 00:00:00
2017-0040,2017-04-03,3,4,2017,AUTO,09:40:00,9,MULTIPLE,MULTIPLE,1,13,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",,"GUIRALDES, INT. 2699",Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,CONDUCTOR,MASCULINO,43.0,2017-04-03 00:00:00
2017-0041,2017-04-03,3,4,2017,MOTO,23:15:00,23,MOTO-AUTO,AUTO,1,7,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",,"FERNANDEZ MORENO, BALDOMERO 2186",Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,CONDUCTOR,MASCULINO,17.0,
2017-0042,2017-04-10,10,4,2017,MOTO,09:00:00,9,MOTO-CARGAS,CARGAS,1,14,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",,"LUGONES, LEOPOLDO AV.",Point (. .),.,.,CONDUCTOR,MASCULINO,,2017-04-10 00:00:00
2017-0045,2017-04-14,14,4,2017,MOTO,06:15:00,6,MOTO-OBJETO FIJO,OBJETO FIJO,1,10,NOGOYA 5940,CALLE,NOGOYA,,NOGOYA 5940,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,CONDUCTOR,MASCULINO,21.0,2017-04-14 00:00:00
2017-0047,2017-04-23,23,4,2017,MOTO,06:30:00,6,MOTO-AUTO,AUTO,1,8,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,Point (99648.31069819 95261.11808541),-58.46713742,-34.67198790,CONDUCTOR,MASCULINO,37.0,2017-04-23 00:00:00
2017-0049,2017-04-27,27,4,2017,PEATON,18:16:00,18,PEATON-PASAJEROS,PASAJEROS,1,8,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON,MASCULINO,22.0,2017-04-27 00:00:00
2017-0050,2017-04-28,28,4,2017,MOTO,11:08:08,11,MOTO-CARGAS,CARGAS,2,9,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,,Point (. .),.,.,CONDUCTOR,MASCULINO,46.0,2017-04-28 00:00:00
2017-0050,2017-04-28,28,4,2017,MOTO,11:08:08,11,MOTO-CARGAS,CARGAS,2,9,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,,,Point (. .),.,.,PASAJERO_ACOMPAÑANTE,MASCULINO,16.0,2017-04-28 00:00:00
2017-0051,2017-05-01,1,5,2017,AUTO,03:47:47,3,AUTO-AUTO,AUTO,1,7,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,,Point (. .),.,.,CONDUCTOR,MASCULINO,33.0,2017-05-01 00:00:00
2017-0052,2017-05-05,5,5,2017,PEATON,03:40:00,3,PEATON-CARGAS,CARGAS,1,8,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,PEATON,FEMENINO,47.0,2017-05-05 00:00:00
2017-0053,2017-05-05,5,5,2017,MOTO,20:16:22,20,MOTO-CARGAS,CARGAS,1,4,VIEYTES Y VILLARINO,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,CONDUCTOR,MASCULINO,28.0,2017-05-05 00:00:00
2017-0054,2017-05-07,7,5,2017,MOTO,21:00:00,21,MOTO-AUTO,AUTO,1,15,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,PASAJERO_ACOMPAÑANTE,FEMENINO,20.0,2017-05-07 00:00:00
2017-0055,2017-05-09,9,5,2017,AUTO,08:30:00,8,AUTO-AUTO,AUTO,1,12,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,CONDUCTOR,MASCULINO,32.0,2017-05-09 00:00:00
2017-0058,2017-05-09,9,5,2017,PEATON,23:10:00,23,PEATON-MOTO,MOTO,1,1,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,Point (107271.27725903 103337.46347012),-58.38403232,-34.59915940,PEATON,MASCULINO,80.0,2017-05-09 00:00:00
2017-0059,2017-05-11,11,5,2017,PEATON,09:24:00,9,PEATON-PASAJEROS,PASAJEROS,1,1,BRASIL Y LIMA,CALLE,BRASIL,LIMA,BRASIL y LIMA,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,PEATON,FEMENINO,39.0,2017-05-11 00:00:00
2017-0060,2017-05-13,13,5,2017,MOTO,07:20:00,7,MOTO-OBJETO FIJO,OBJETO FIJO,1,8,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2017-05-13 00:00:00
2017-0061,2017-05-15,15,5,2017,PEATON,13:29:30,13,PEATON-MOTO,MOTO,1,2,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,PEATON,MASCULINO,47.0,2017-05-16 00:00:00
2017-0062,2017-05-15,15,5,2017,MOTO,16:00:00,16,MOTO-CARGAS,CARGAS,1,10,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,CONDUCTOR,MASCULINO,35.0,2017-05-15 00:00:00
2017-0063,2017-05-17,17,5,2017,PEATON,10:13:00,10,PEATON-PASAJEROS,PASAJEROS,1,1,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,PEATON,FEMENINO,79.0,2017-05-17 00:00:00
2017-0064,2017-05-20,20,5,2017,CARGAS,05:00:00,5,CARGAS-AUTO,AUTO,1,1,MAIPU Y PERON,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,PASAJERO_ACOMPAÑANTE,MASCULINO,61.0,2017-05-20 00:00:00
2017-0065,2017-05-22,22,5,2017,BICICLETA,16:00:00,16,BICICLETA-CARGAS,CARGAS,1,4,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,CICLISTA,MASCULINO,21.0,2017-05-22 00:00:00
2017-0066,2017-05-22,22,5,2017,PEATON,18:10:00,18,PEATON-PASAJEROS,PASAJEROS,1,15,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,PEATON,MASCULINO,10.0,2017-05-22 00:00:00
2017-0067,2017-05-23,23,5,2017,MOTO,02:45:00,2,MOTO-CARGAS,CARGAS,1,6,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",Point (102703.30911569 100138.40769771),-58.43381970,-34.62801894,CONDUCTOR,MASCULINO,21.0,2017-05-23 00:00:00
2017-0068,2017-05-27,27,5,2017,MOTO,19:50:00,19,MOTO-OBJETO FIJO,OBJETO FIJO,1,8,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,CONDUCTOR,MASCULINO,32.0,2017-05-27 00:00:00
2017-0069,2017-05-24,24,5,2017,MOTO,14:15:00,14,MOTO-SD,SD,1,9,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,,,,
2017-0070,2017-05-30,30,5,2017,PEATON,13:20:00,13,PEATON-AUTO,AUTO,1,11,NUEVA YORK  3696,CALLE,NUEVA YORK,,NUEVA YORK 3696,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,PEATON,MASCULINO,80.0,2017-05-31 00:00:00
2017-0072,2017-06-03,3,6,2017,AUTO,23:20:00,23,AUTO-AUTO,AUTO,1,12,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,CONDUCTOR,MASCULINO,25.0,2017-06-03 00:00:00
2017-0073,2017-06-04,4,6,2017,MOTO,09:00:00,9,MOTO-AUTO,AUTO,1,3,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,CONDUCTOR,MASCULINO,19.0,2017-06-04 00:00:00
2017-0074,2017-06-04,4,6,2017,SD,12:50:00,12,SD-SD,SD,1,9,CASCO 133,CALLE,CASCO,,CASCO 133,Point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,,,,
2017-0075,2017-06-12,12,6,2017,PEATON,22:38:00,22,PEATON-MOTO,MOTO,1,1,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,Point (107498.83241886 102238.54924157),-58.38154200,-34.60906385,PEATON,MASCULINO,55.0,2017-06-12 00:00:00
2017-0076,2017-06-13,13,6,2017,PEATON,14:50:00,14,PEATON-CARGAS,CARGAS,1,2,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,PEATON,FEMENINO,30.0,2017-06-13 00:00:00
2017-0077,2017-06-17,17,6,2017,MOTO,23:45:00,23,MOTO-CARGAS,CARGAS,1,14,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,CONDUCTOR,FEMENINO,60.0,2017-06-18 00:00:00
2017-0079,2017-06-19,19,6,2017,MOTO,16:26:00,16,MOTO-CARGAS,CARGAS,1,3,MEXICO Y DEAN FUNES,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,CONDUCTOR,MASCULINO,33.0,2017-06-19 00:00:00
2017-0080,2017-06-22,22,6,2017,PEATON,10:15:00,10,PEATON-CARGAS,CARGAS,1,9,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,PEATON,FEMENINO,95.0,2017-06-22 00:00:00
2017-0082,2017-06-25,25,6,2017,PEATON,22:40:00,22,PEATON-AUTO,AUTO,1,4,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,PEATON,MASCULINO,36.0,2017-06-25 00:00:00
2017-0083,2017-07-04,4,7,2017,MOTO,00:25:00,0,MOTO-CARGAS,CARGAS,1,9,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,CONDUCTOR,MASCULINO,37.0,2017-07-04 00:00:00
2017-0084,2017-07-05,5,7,2017,PEATON,12:49:00,12,PEATON-PASAJEROS,PASAJEROS,1,2,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,Point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,PEATON,FEMENINO,73.0,2017-07-05 00:00:00
2017-0085,2017-07-07,7,7,2017,PEATON,14:15:00,14,PEATON-PASAJEROS,PASAJEROS,1,4,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,PEATON,MASCULINO,84.0,2017-07-07 00:00:00
2017-0086,2017-07-09,9,7,2017,PEATON,07:30:00,7,PEATON-MOTO,MOTO,1,9,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,PEATON,FEMENINO,30.0,2017-07-09 00:00:00
2017-0087,2017-07-10,10,7,2017,PEATON,10:45:00,10,PEATON-AUTO,AUTO,1,3,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,PEATON,FEMENINO,73.0,2017-07-10 00:00:00
2017-0088,2017-07-10,10,7,2017,PEATON,22:30:00,22,PEATON-PASAJEROS,PASAJEROS,1,1,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,PEATON,MASCULINO,43.0,2017-07-10 00:00:00
2017-0089,2017-07-13,13,7,2017,SD,12:05:00,12,SD-AUTO,AUTO,1,9,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",Point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,,,,
2017-0090,2017-07-15,15,7,2017,PEATON,05:15:00,5,PEATON-AUTO,AUTO,1,11,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,PEATON,MASCULINO,22.0,2017-07-15 00:00:00
2017-0091,2017-07-15,15,7,2017,MOTO,13:00:00,13,MOTO-SD,SD,1,12,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",Point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,CONDUCTOR,MASCULINO,58.0,2017-07-15 00:00:00
2017-0092,2017-07-24,24,7,2017,PEATON,22:16:01,22,PEATON-AUTO,AUTO,1,1,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,PEATON,MASCULINO,66.0,2017-07-24 00:00:00
2017-0093,2017-07-25,25,7,2017,PEATON,16:48:40,16,PEATON-AUTO,AUTO,1,13,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,PEATON,MASCULINO,,2017-07-25 00:00:00
2017-0094,2017-07-27,27,7,2017,BICICLETA,08:50:00,8,BICICLETA-CARGAS,CARGAS,1,10,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",,"HUGO, VICTOR 2639",Point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,CICLISTA,FEMENINO,56.0,2017-07-27 00:00:00
2017-0095,2017-08-06,6,8,2017,MOTO,08:00:00,8,MOTO-AUTO,AUTO,1,14,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",Point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,CONDUCTOR,MASCULINO,36.0,2017-08-06 00:00:00
2017-0096,2017-08-07,7,8,2017,PEATON,19:50:00,19,PEATON-PASAJEROS,PASAJEROS,1,13,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,NU?EZ,CABILDO AV. y NUÃ‘EZ,Point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,PEATON,MASCULINO,87.0,2017-08-07 00:00:00
2017-0098,2017-08-08,8,8,2017,PEATON,12:10:00,12,PEATON-AUTO,AUTO,1,7,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",,"BONIFACIO, JOSE 2114",Point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,PEATON,FEMENINO,61.0,2017-08-08 00:00:00
2017-0099,2017-08-17,17,8,2017,BICICLETA,19:45:00,19,BICICLETA-AUTO,AUTO,1,14,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,"FIGUEROA ALCORTA, PRES. AV. 5400",Point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,CICLISTA,MASCULINO,28.0,2017-08-17 00:00:00
2017-0100,2017-08-21,21,8,2017,MOTO,07:45:00,7,MOTO-OBJETO FIJO,OBJETO FIJO,1,3,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,Point (106103.99852157 101567.67895783),-58.39674470,-34.61512051,PASAJERO_ACOMPAÑANTE,FEMENINO,16.0,2017-08-21 00:00:00
2017-0101,2017-08-23,23,8,2017,PEATON,10:00:00,10,MULTIPLE,MULTIPLE,1,13,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",Point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,PEATON,FEMENINO,61.0,2017-08-23 00:00:00
2017-0102,2017-08-24,24,8,2017,PEATON,01:10:00,1,PEATON-CARGAS,CARGAS,1,4,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",Point (105750.92237188 97579.79677541),-58.40056767,-34.65107080,PEATON,MASCULINO,46.0,2017-08-24 00:00:00
2017-0104,2017-08-25,25,8,2017,PEATON,09:00:00,9,PEATON-CARGAS,CARGAS,1,1,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,Point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,PEATON,FEMENINO,18.0,2017-08-25 00:00:00
2017-0106,2017-08-31,31,8,2017,PEATON,19:50:00,19,PEATON-PASAJEROS,PASAJEROS,1,14,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,Point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,PEATON,FEMENINO,85.0,2017-08-31 00:00:00
