id,fecha,dia,mes,año,victima,hora,franja_horaria,participantes,acusado,cantidad_victimas,comuna,lugar_hecho,tipo_calle,calle,cruce,direccion_normalizada,xy,x,y,rol,sexo,edad,fecha_fallecimiento
2020-0013,2020-02-20,20,2,2020,PEATON,12:00:00,12,PEATON-MOTO,MOTO,1,15,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,Point (98880.64164625 105472.20084776),-58.47549929,-34.57994061,PEATON,FEMENINO,58.0,2020-03-03 00:00:00
2020-0014,2020-02-27,27,2,2020,MOTO,02:14:00,2,MOTO-PASAJEROS,PASAJEROS,1,11,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,NOGOYA,BERMUDEZ y NOGOYA,Point (95351.54075716 101470.48982187),-58.51398484,-34.61600366,CONDUCTOR,MASCULINO,,2020-02-27 00:00:00
2020-0015,2020-02-28,28,2,2020,MOTO,14:30:00,14,MOTO-PASAJEROS,PASAJEROS,1,1,BRASIL AV. Y PASEO COLON AV.,AVENIDA,BRASIL AV.,PASEO COLON AV.,BRASIL AV. y PASEO COLON AV.,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,CONDUCTOR,MASCULINO,29.0,2020-02-28 00:00:00
2020-0016,2020-02-29,29,2,2020,PEATON,13:00:00,13,PEATON-PASAJEROS,PASAJEROS,1,1,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.",,"ALEM, LEANDRO N. AV. 770",Point (108435.94625268 103377.11105009),-58.37133616,-34.59879316,PEATON,MASCULINO,68.0,2020-03-09 00:00:00
2020-0017,2020-03-05,5,3,2020,PEATON,23:00:00,23,PEATON-AUTO,AUTO,1,3,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,RINCON,BELGRANO AV. y RINCON,Point (106159.7089575 101676.89316862),-58.39613805,-34.61413568,PEATON,MASCULINO,,2020-03-05 00:00:00
2020-0018,2020-03-09,9,3,2020,MOTO,14:00:00,14,MOTO-OBJETO FIJO,OBJETO FIJO,1,13,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.",,"UDAONDO, GUILLERMO AV. 901",Point (101309.75947342 109680.73260642),-58.44903073,-34.54200276,CONDUCTOR,MASCULINO,31.0,2020-03-09 00:00:00
2020-0019,2020-03-10,10,3,2020,PEATON,21:00:00,21,PEATON-AUTO,AUTO,1,5,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,CASTRO,CONSTITUCION y CASTRO,Point (103995.88773205 100088.27591278),-58.41972364,-34.62846670,PEATON,FEMENINO,80.0,2020-03-10 00:00:00
2020-0020,2020-03-13,13,3,2020,PEATON,17:30:00,17,PEATON-MOTO,MOTO,1,3,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,"GOMEZ, VALENTIN","PUEYRREDON AV. y GOMEZ, VALENTIN",Point (105281.81064188 102627.51469425),-58.40571596,-34.60557123,PEATON,FEMENINO,74.0,2020-03-17 00:00:00
2020-0021,2020-03-14,14,3,2020,PEATON,16:50:00,16,PEATON-AUTO,AUTO,1,2,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO",,"BRAVO, MARIO 1279",Point (104475.21054309 103813.59469342),-58.41451590,-34.59488319,PEATON,FEMENINO,87.0,2020-03-14 00:00:00
2020-0022,2020-04-07,7,4,2020,AUTO,06:15:00,6,AUTO-CARGAS,CARGAS,1,9,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,PASAJERO_ACOMPAÑANTE,MASCULINO,44.0,2020-04-07 00:00:00
2020-0023,2020-04-09,9,4,2020,AUTO,18:42:00,18,AUTO-CARGAS,CARGAS,1,4,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",Point (109662.97469484 99142.83907419),-58.35791192,-34.63695178,CONDUCTOR,MASCULINO,44.0,2020-05-03 00:00:00
2020-0024,2020-04-24,24,4,2020,AUTO,07:58:00,7,AUTO-AUTO,AUTO,1,9,MURGUIONDO 1339,CALLE,MURGUIONDO,,MURGUIONDO 1339,Point (95900.63845367 97502.71514770),-58.50801713,-34.65177305,CONDUCTOR,MASCULINO,53.0,2020-04-24 00:00:00
2020-0025,2020-05-12,12,5,2020,PEATON,05:35:00,5,PEATON-AUTO,AUTO,1,3,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 2551,Point (105568.73999229 102163.66359236),-58.40258477,-34.60975108,PEATON,MASCULINO,,2020-05-12 00:00:00
2020-0026,2020-05-17,17,5,2020,MOTO,06:40:00,6,MOTO-OBJETO FIJO,OBJETO FIJO,1,14,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,"LUGONES, LEOPOLDO AV.",,,Point (. .),.,.,CONDUCTOR,MASCULINO,28.0,2020-05-17 00:00:00
2020-0027,2020-05-18,18,5,2020,PEATON,08:00:00,8,PEATON-CARGAS,CARGAS,1,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,PEATON,MASCULINO,76.0,2020-05-18 00:00:00
2020-0028,2020-05-19,19,5,2020,PEATON,10:00:00,10,PEATON-PASAJEROS,PASAJEROS,1,15,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",Point (101908.88028543 103000.62674037),-58.44248936,-34.60221948,PEATON,MASCULINO,91.0,2020-05-23 00:00:00
2020-0029,2020-06-10,10,6,2020,PEATON,14:00:00,14,PEATON-PASAJEROS,PASAJEROS,1,9,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",Point (93967.75484753 98933.33634522),-58.52909134,-34.63886726,PEATON,MASCULINO,80.0,2020-06-12 00:00:00
2020-0030,2020-06-16,16,6,2020,MOTO,15:00:00,15,MULTIPLE,MULTIPLE,1,6,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,,SAN MARTIN AV. 1550,Point (101074.10089886 102529.69706887),-58.45158942,-34.60646580,CONDUCTOR,MASCULINO,40.0,2020-06-16 00:00:00
2020-0031,2020-06-30,30,6,2020,MOTO,08:00:00,8,MOTO-CARGAS,CARGAS,1,9,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",Point (97236.89442427 96825.16279174),-58.49344309,-34.65788529,CONDUCTOR,MASCULINO,29.0,2020-06-30 00:00:00
2020-0032,2020-07-10,10,7,2020,MOTO,23:00:00,23,MOTO-AUTO,AUTO,1,15,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,SERRANO,CORRIENTES AV. y SERRANO,Point (101899.62680853 103651.59621952),-58.44259166,-34.59635137,CONDUCTOR,MASCULINO,21.0,2020-07-10 00:00:00
2020-0033,2020-07-19,19,7,2020,AUTO,06:25:00,6,AUTO-OBJETO FIJO,OBJETO FIJO,1,13,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,CONDUCTOR,MASCULINO,32.0,2020-07-19 00:00:00
2020-0034,2020-08-02,2,8,2020,PEATON,03:20:00,3,PEATON-AUTO,AUTO,1,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",Point (104725.24275395 102222.75498861),-58.41178158,-34.60922259,PEATON,FEMENINO,,2020-08-02 00:00:00
2020-0035,2020-08-04,4,8,2020,MOTO,05:30:00,5,MOTO-PASAJEROS,PASAJEROS,1,7,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y PUMACAHUA,Point (101156.55025059 99210.16912341),-58.45068621,-34.63638927,CONDUCTOR,MASCULINO,40.0,2020-08-04 00:00:00
2020-0036,2020-08-07,7,8,2020,PEATON,18:40:00,18,PEATON-MOTO,MOTO,1,14,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",Point (103956.90165674 104600.93056775),-58.42016954,-34.58778790,PEATON,MASCULINO,72.0,2020-08-22 00:00:00
2020-0037,2020-08-29,29,8,2020,PEATON,04:30:00,4,PEATON-AUTO,AUTO,1,8,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON,MASCULINO,38.0,2020-08-29 00:00:00
2020-0038,2020-08-30,30,8,2020,AUTO,04:00:00,4,AUTO-AUTO,AUTO,2,14,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,CONDUCTOR,MASCULINO,46.0,2020-08-30 00:00:00
2020-0038,2020-08-30,30,8,2020,AUTO,04:00:00,4,AUTO-AUTO,AUTO,2,14,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,CONDUCTOR,MASCULINO,64.0,2020-08-30 00:00:00
2020-0039,2020-09-01,1,9,2020,PEATON,19:17:42,19,PEATON-CARGAS,CARGAS,1,9,MURGUIONDO 2700,CALLE,MURGUIONDO,,MURGUIONDO,Point (. .),.,.,PEATON,MASCULINO,44.0,2020-09-01 00:00:00
2020-0040,2020-09-12,12,9,2020,AUTO,03:30:00,3,AUTO-OBJETO FIJO,OBJETO FIJO,1,2,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,CONDUCTOR,MASCULINO,,2020-09-12 00:00:00
2020-0041,2020-09-28,28,9,2020,MOTO,01:45:00,1,MOTO-PASAJEROS,PASAJEROS,1,7,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",Point (101448.28844783 99373.44893645),-58.44750470,-34.63491705,CONDUCTOR,MASCULINO,34.0,2020-09-28 00:00:00
2020-0042,2020-09-29,29,9,2020,PEATON,17:10:00,17,PEATON-PASAJEROS,PASAJEROS,1,8,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",Point (99619.02595373 94158.58480023),-58.46745752,-34.68192648,PEATON,FEMENINO,53.0,2020-09-29 00:00:00
2020-0043,2020-09-30,30,9,2020,PEATON,17:20:00,17,PEATON-PASAJEROS,PASAJEROS,1,1,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",Point (108372.80843298 103556.18483992),-58.37202621,-34.59717942,PEATON,MASCULINO,64.0,2020-09-30 00:00:00
2020-0044,2020-10-05,5,10,2020,AUTO,00:20:00,0,AUTO-AUTO,AUTO,1,6,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,Point (103255.81315650 100797.78656418),-58.42779702,-34.62207347,CONDUCTOR,MASCULINO,43.0,2020-10-05 00:00:00
2020-0045,2020-10-19,19,10,2020,AUTO,03:00:00,3,AUTO-CARGAS,CARGAS,1,8,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,CONDUCTOR,MASCULINO,50.0,2020-10-19 00:00:00
2020-0046,2020-10-27,27,10,2020,MOTO,21:00:00,21,MOTO-MOTO,MOTO,1,11,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",Point (98064.49909649 102385.10228515),-58.48440160,-34.60776782,CONDUCTOR,MASCULINO,41.0,2020-10-27 00:00:00
2020-0047,2020-10-27,27,10,2020,PEATON,14:00:00,14,PEATON-CARGAS,CARGAS,1,9,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,Point (99689.80114953 97506.41939342),-58.46668375,-34.65174801,PEATON,MASCULINO,15.0,2020-10-27 00:00:00
2020-0048,2020-10-29,29,10,2020,MOTO,20:20:00,20,MOTO-OBJETO FIJO,OBJETO FIJO,1,15,DORREGO AV. 614,AVENIDA,DORREGO AV.,,DORREGO AV. 614,Point (101257.88680240 103998.57805569),-58.44958780,-34.59322448,CONDUCTOR,MASCULINO,41.0,2020-10-29 00:00:00
2020-0049,2020-10-30,30,10,2020,PEATON,20:00:00,20,PEATON-AUTO,AUTO,1,1,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,PEATON,MASCULINO,36.0,2020-10-30 00:00:00
2020-0050,2020-11-01,1,11,2020,PEATON,22:00:00,22,PEATON-MOTO,MOTO,1,14,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,PEATON,FEMENINO,28.0,2020-11-01 00:00:00
2020-0051,2020-11-05,5,11,2020,MOTO,00:40:00,0,MOTO-AUTO,AUTO,1,10,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,MERCEDES,AVELLANEDA AV. y MERCEDES,Point (98015.81258802 99939.73589695),-58.48493828,-34.62981124,CONDUCTOR,MASCULINO,49.0,2020-11-05 00:00:00
2020-0052,2020-11-07,7,11,2020,BICICLETA,06:50:00,6,BICICLETA-CARGAS,CARGAS,1,3,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,Point (105365.60153004 103041.51356366),-58.40480504,-34.60183884,CICLISTA,MASCULINO,44.0,2020-11-07 00:00:00
2020-0053,2020-11-09,9,11,2020,AUTO,03:30:00,3,AUTO-AUTO,AUTO,1,4,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",Point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,PASAJERO_ACOMPAÑANTE,MASCULINO,27.0,2020-11-09 00:00:00
2020-0054,2020-11-19,19,11,2020,BICICLETA,09:00:00,9,BICICLETA-AUTO,AUTO,1,4,INCLAN Y ALBERTI,CALLE,INCLAN,ALBERTI,INCLAN y ALBERTI,Point (105844.27941538 99942.63399522),-58.39956546,-34.62977080,CICLISTA,MASCULINO,59.0,2020-11-23 00:00:00
2020-0055,2020-11-19,19,11,2020,PEATON,12:30:00,12,PEATON-CARGAS,CARGAS,1,12,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,,OLAZABAL AV. 5437,Point (97544.91851020 105610.70316243),-58.49005682,-34.57868970,PEATON,MASCULINO,91.0,2020-12-11 00:00:00
2020-0056,2020-11-21,21,11,2020,MOTO,13:00:00,13,MOTO-CARGAS,CARGAS,1,8,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,CONDUCTOR,FEMENINO,34.0,2020-11-21 00:00:00
2020-0057,2020-11-23,23,11,2020,PEATON,07:45:00,7,PEATON-AUTO,AUTO,1,11,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"VIALE, LUIS","NAZCA AV. y VIALE, LUIS",Point (98925.55646359 101088.30104271),-58.47501560,-34.61945902,PEATON,MASCULINO,84.0,2020-11-23 00:00:00
2020-0058,2020-11-24,24,11,2020,PEATON,16:00:00,16,PEATON-AUTO,AUTO,1,10,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,PEATON,MASCULINO,57.0,2020-11-25 00:00:00
2020-0059,2020-12-01,1,12,2020,PEATON,06:35:00,6,PEATON-PASAJEROS,PASAJEROS,1,1,BRASIL 1100,CALLE,BRASIL,,BRASIL 1100,Point (107682.84851121 100144.13011242),-58.37951690,-34.62794241,PEATON,FEMENINO,49.0,2020-12-14 00:00:00
2020-0060,2020-12-03,3,12,2020,PEATON,20:30:00,20,PEATON-MOTO,MOTO,1,9,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"PERON, EVA AV.","HOMERO y PERON, EVA AV.",Point (98697.55944704 96954.54248093),-58.47750832,-34.65672199,PEATON,FEMENINO,69.0,2020-12-03 00:00:00
2020-0061,2020-12-03,3,12,2020,MOTO,14:40:00,14,MOTO-CARGAS,CARGAS,1,13,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,CONDUCTOR,MASCULINO,45.0,2020-12-04 00:00:00
2020-0062,2020-12-04,4,12,2020,BICICLETA,17:19:00,17,BICICLETA-PASAJEROS,PASAJEROS,1,3,MORENO 1845,CALLE,MORENO,,MORENO 1845,Point (106496.91403350 101854.18791210),-58.39246272,-34.61253541,CICLISTA,MASCULINO,47.0,2020-12-04 00:00:00
2020-0063,2020-12-05,5,12,2020,PEATON_MOTO,07:10:00,7,PEATON_MOTO-MOTO,MOTO,2,11,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,Point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,,,,
2020-0065,2020-12-05,5,12,2020,MOTO,16:00:00,16,MOTO-AUTO,AUTO,1,12,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,CONDUCTOR,MASCULINO,24.0,2020-12-06 00:00:00
2020-0066,2020-12-07,7,12,2020,MOTO,04:30:00,4,MOTO-OBJETO FIJO,OBJETO FIJO,1,10,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),Point (96471.01552298 99259.49298489),-58.50178784,-34.63593897,CONDUCTOR,MASCULINO,27.0,2020-12-07 00:00:00
2020-0067,2020-12-11,11,12,2020,PEATON,22:00:00,22,PEATON-PASAJEROS,PASAJEROS,1,4,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,BEAZLEY,SAENZ AV. y BEAZLEY,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,PEATON,MASCULINO,51.0,2020-12-11 00:00:00
2020-0068,2020-12-12,12,12,2020,MOTO,20:30:00,20,MOTO-AUTO,AUTO,1,2,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,Point (106054.02111991 105122.19678820),-58.39731474,-34.58307887,CONDUCTOR,MASCULINO,71.0,2020-12-20 00:00:00
2020-0069,2020-12-15,15,12,2020,MOTO,05:20:00,5,MOTO-PASAJEROS,PASAJEROS,1,1,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",Point (106954.95135245 101257.81371683),-58.38746381,-34.61790839,PASAJERO_ACOMPAÑANTE,MASCULINO,25.0,2020-12-15 00:00:00
2020-0070,2020-12-17,17,12,2020,PEATON,15:35:00,15,PEATON-PASAJEROS,PASAJEROS,1,2,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,PEATON,FEMENINO,81.0,2020-12-22 00:00:00
2020-0071,2020-12-17,17,12,2020,PEATON,23:00:00,23,PEATON-AUTO,AUTO,1,7,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,PEATON,MASCULINO,4.0,2020-12-17 00:00:00
2020-0072,2020-12-19,19,12,2020,BICICLETA,03:30:00,3,BICICLETA-AUTO,AUTO,1,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",Point (105547.81747951 100901.07129086),-58.40280471,-34.62113271,CICLISTA,MASCULINO,42.0,2020-12-19 00:00:00
2020-0073,2020-12-20,20,12,2020,MOTO,07:40:00,7,MOTO-OBJETO FIJO,OBJETO FIJO,1,8,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,CONDUCTOR,MASCULINO,56.0,2020-12-20 00:00:00
2020-0074,2020-12-20,20,12,2020,AUTO,21:00:00,21,AUTO-AUTO,AUTO,1,7,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,NAZCA AV.,BOGOTA y NAZCA AV.,Point (99284.33566289 100204.74520997),-58.47110424,-34.62742408,CONDUCTOR,MASCULINO,39.0,2020-12-20 00:00:00
2020-0075,2020-12-23,23,12,2020,PEATON,14:00:00,14,PEATON-PASAJEROS,PASAJEROS,1,1,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,Point (107438.10136119 102829.30417800),-58.38220928,-34.60373898,PEATON,MASCULINO,23.0,2020-12-23 00:00:00
2020-0076,2020-12-24,24,12,2020,AUTO,12:30:00,12,AUTO-PASAJEROS,PASAJEROS,1,10,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,Point (96822.61133430 101510.32578499),-58.49794468,-34.61565025,CONDUCTOR,FEMENINO,78.0,2021-01-17 00:00:00
2020-0077,2020-12-25,25,12,2020,MOTO,06:40:00,6,MOTO-AUTO,AUTO,2,15,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,CONDUCTOR,FEMENINO,30.0,2020-12-25 00:00:00
2020-0077,2020-12-25,25,12,2020,MOTO,06:40:00,6,MOTO-AUTO,AUTO,2,15,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,PASAJERO_ACOMPAÑANTE,FEMENINO,24.0,2020-12-25 00:00:00
2020-0078,2020-12-25,25,12,2020,BICICLETA,05:50:00,5,BICICLETA-PASAJEROS,PASAJEROS,1,7,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,,BARCO CENTENERA DEL 1118,Point (102405.37940842 99677.09327308),-58.43706741,-34.63217813,CICLISTA,MASCULINO,26.0,2020-12-25 00:00:00
2020-0079,2020-12-27,27,12,2020,MOTO,04:15:00,4,MOTO-OBJETO FIJO,OBJETO FIJO,1,12,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,CONDUCTOR,MASCULINO,28.0,2020-12-27 00:00:00
2021-0001,2021-01-06,6,1,2021,MOTO,18:00:00,18,MOTO-AUTO,AUTO,1,1,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AU FRONDIZI KM. 3,Point (107674.71781880 100334.26713627),-58.37960727,-34.62622851,CONDUCTOR,MASCULINO,36.0,2021-01-06 00:00:00
2021-0002,2021-01-07,7,1,2021,MOTO,10:20:00,10,MOTO-CARGAS,CARGAS,1,9,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",Point (95662.77651946 97729.83483715),-58.51061062,-34.64972472,CONDUCTOR,FEMENINO,47.0,2021-01-07 00:00:00
